id,Date,Complete_Hour,latitude,longitude,PM1,PM2.5,PM10,CO2,TVOC,O3,CO,NO2,CH2O,temperature,humidity
702,10.03.2024,02:17:17,1,1,0,69,0,426,327,0.6,15.8,10,0.02,20.5,90
703,10.03.2024,02:17:32,1,1,0,68,0,426,410,0.58,16.7,10,0.03,20.4,91
704,10.03.2024,02:17:47,1,1,0,47,0,426,350,0.6,17.5,10,0.02,20,91
705,10.03.2024,02:18:02,1,1,0,45,0,418,382,0.57,18.4,0.7,0.02,20.1,91
706,10.03.2024,02:18:17,1,1,0,47,0,418,495,0.6,19.3,0.12,0.02,20.1,92
707,10.03.2024,02:18:32,1,1,0,48,1,411,521,0.58,20.2,0.05,0.02,20.5,91
708,10.03.2024,02:18:47,1,1,0,42,0,407,314,0.6,21.1,0.01,0.02,20.6,90
709,10.03.2024,02:19:02,1,1,0,76,0,403,411,0.62,22.1,0.01,0.03,20.5,90
710,10.03.2024,02:19:17,1,1,0,76,0,398,275,0.58,23,0.37,0.02,20.8,90
711,10.03.2024,02:19:32,1,1,0,69,0,398,456,0.58,24,0.46,0.02,20.8,89
712,10.03.2024,02:19:47,1,1,0,68,0,402,345,0.58,25,0.09,0.02,21,90
713,10.03.2024,02:20:02,1,1,0,47,0,406,496,0.58,26,0.01,0.02,20.9,89
714,10.03.2024,02:20:17,1,1,0,47,0,413,472,0.6,27,0.01,0.02,20.8,89
715,10.03.2024,02:20:32,1,1,0,45,0,415,494,0.57,28.1,0.01,0.02,20.6,90
716,10.03.2024,02:20:47,1,1,0,47,0,413,545,0.57,29.1,0.01,0.02,20.7,90
717,10.03.2024,02:21:02,1,1,0,48,0,411,273,0.57,30.2,0.24,0.02,20.9,89
718,10.03.2024,02:21:17,1,1,0,49,0,406,544,0.57,31.3,0.21,0.02,20.7,90
719,10.03.2024,02:21:32,1,1,0,53,0,403,424,0.54,32.4,0.42,0.02,20.8,89
720,10.03.2024,02:21:47,1,1,0,54,0,403,512,0.51,33.6,0.57,0.02,20.9,89
721,10.03.2024,02:22:02,1,1,0,57,0,403,346,0.48,34.8,0.47,0.02,20.9,89
722,10.03.2024,02:22:17,1,1,0,59,0,398,421,0.45,36,0.67,0.02,20.6,90
723,10.03.2024,02:22:32,1,1,0,60,0,398,313,0.42,36,0.63,0.02,20.3,90
724,10.03.2024,02:22:47,1,1,0,68,0,402,380,0.39,36,0.31,0.02,20.1,91
725,10.03.2024,02:23:02,1,1,0,69,0,406,277,0.45,39.7,0.7,0.02,20.6,90
726,10.03.2024,02:23:17,1,1,0,74,0,413,552,0.58,40.9,0.1,0.02,20.9,90
727,10.03.2024,02:23:33,1,1,0,76,0,424,356,0.58,42.2,0.01,0.02,20.9,89
728,10.03.2024,02:23:48,1,1,0,76,0,426,556,0.57,43.5,0.01,0.02,21,89
729,10.03.2024,02:24:03,1,1,0,76,0,426,320,0.6,44.8,0.13,0.02,21,89
730,10.03.2024,02:24:18,1,1,0,76,0,426,429,0.58,46.2,0.49,0.02,21.1,89
731,10.03.2024,02:24:33,1,1,0,60,0,418,337,0.6,47.6,0.55,0.02,20.9,89
732,10.03.2024,02:24:48,1,1,0,68,0,418,378,0.6,47.6,0.5,0.02,20.8,89
733,10.03.2024,02:25:03,1,1,0,69,0,411,334,0.61,47.6,2.7,0.02,20.4,89
734,10.03.2024,02:25:18,1,1,0,74,0,407,279,0.6,51.9,10,0.02,19.6,92
735,10.03.2024,02:25:33,1,1,0,76,0,403,367,0.61,51.9,5.6,0.02,19.8,93
736,10.03.2024,02:25:48,1,1,0,76,0,398,541,0.61,51.9,10,0.02,19.9,92
737,10.03.2024,02:26:03,1,1,0,69,0,398,530,0.62,53.5,10,0.02,20.1,91
738,10.03.2024,02:26:18,1,1,0,69,0,402,475,0.62,51.9,10,0.02,20.2,91
739,10.03.2024,02:26:33,1,1,0,74,0,406,463,0.62,51.9,0.42,0.02,20.2,91
740,10.03.2024,02:26:48,1,1,0,76,0,413,366,0.6,51.9,0.36,0.02,19.9,91
741,10.03.2024,02:27:03,1,1,0,76,0,415,519,0.6,44.8,10,0.03,20,92
742,10.03.2024,02:27:18,1,1,0,76,0,413,423,0.58,51.9,10,0.02,20.1,91
743,10.03.2024,02:27:33,1,1,0,76,0,411,496,0.58,53.5,7.7,0.02,19.9,92
744,10.03.2024,02:27:48,1,1,0,60,0,406,416,0.57,44,10,0.02,20.1,92
745,10.03.2024,02:28:03,1,1,0,68,0,403,296,0.6,30.3,10,0.02,20.5,90
746,10.03.2024,02:28:18,1,1,0,69,0,403,521,0.58,40.2,10,0.02,20.6,90
747,10.03.2024,02:28:33,1,1,0,64,0,403,285,0.6,36.8,0.51,0.02,20.6,90
748,10.03.2024,02:28:48,1,1,0,76,0,398,526,0.61,29.8,0.44,0.02,20.7,89
749,10.03.2024,02:29:03,1,1,0,76,0,398,414,0.6,26.1,0.29,0.02,20.6,90
750,10.03.2024,02:29:18,1,1,0,76,0,402,340,0.61,22.3,0.51,0.02,20.5,90
751,10.03.2024,02:29:33,1,1,0,76,0,406,389,0.61,18.6,0.68,0.02,20.2,90
752,10.03.2024,02:29:48,1,1,0,76,0,413,480,0.61,14.9,0.35,0.02,20,91
753,10.03.2024,02:30:03,1,1,0,76,0,424,495,0.61,14.9,0.38,0.02,20.3,91
754,10.03.2024,02:30:18,1,1,0,76,0,426,516,0.61,14.9,0.01,0.02,20.5,90
755,10.03.2024,02:30:33,1,1,0,76,0,426,359,0.61,7.3,0.83,0.03,20.4,90
756,10.03.2024,02:30:48,1,1,0,76,0,426,435,0.61,3.8,0.11,0.02,20.4,90
757,10.03.2024,02:31:03,1,1,0,76,0,418,306,0.61,0.6,0.21,0.02,20.7,90
758,10.03.2024,02:31:18,1,1,0,75,0,418,454,0.61,0.8,0.1,0.02,20.7,89
759,10.03.2024,02:31:33,1,1,0,76,0,411,475,0.61,1.1,0.29,0.02,20.7,89
760,10.03.2024,02:31:48,1,1,0,76,0,407,445,0.61,1.5,0.01,0.02,20.5,89
761,10.03.2024,02:32:03,1,1,0,74,0,403,562,0.61,1.8,0.19,0.02,20.7,89
762,10.03.2024,02:32:18,1,1,0,76,0,398,325,0.57,2.2,0.44,0.02,20.7,89
763,10.03.2024,02:32:33,1,1,0,76,0,398,295,0.6,2.5,0.25,0.02,20.6,89
764,10.03.2024,02:32:48,1,1,0,69,0,402,491,0.58,2.9,0.77,0.02,20.5,89
765,10.03.2024,02:33:03,1,1,0,68,0,406,360,0.6,3.3,0.86,0.02,20.7,89
766,10.03.2024,02:33:18,1,1,0,47,0,413,504,0.6,3.8,0.03,0.02,20.7,89
767,10.03.2024,02:33:33,1,1,0,45,0,413,431,0.61,4.2,0.67,0.02,20.7,89
768,10.03.2024,02:33:48,1,1,0,47,0,413,482,0.6,4.7,0.8,0.02,20.8,89
769,10.03.2024,02:34:03,1,1,0,48,0,413,538,0.61,5.1,0.54,0.02,20.6,89
770,10.03.2024,02:34:18,1,1,0,42,0,434,433,0.61,5.6,0.2,0.02,20.4,90
771,10.03.2024,02:34:34,1,1,0,48,0,434,423,0.62,6.2,0.33,0.02,20.7,89
772,10.03.2024,02:34:49,1,1,0,49,0,428,331,0.62,6.7,0.99,0.03,20.7,89
773,10.03.2024,02:35:04,1,1,0,53,0,428,545,0.62,7.3,10,0.02,20.5,89
774,10.03.2024,02:35:19,1,1,0,54,0,418,466,0.6,7.9,10,0.02,20.4,90
775,10.03.2024,02:35:34,1,1,0,57,0,418,353,0.6,8.5,1.4,0.02,20.4,90
776,10.03.2024,02:35:49,1,1,0,59,0,409,559,0.58,9.1,0.99,0.02,20.6,89
777,10.03.2024,02:36:04,1,1,0,60,0,409,483,0.58,9.8,7.3,0.02,20.7,89
778,10.03.2024,02:36:19,1,1,0,68,0,413,400,0.57,10.5,0.76,0.02,20.9,89
779,10.03.2024,02:36:34,1,1,0,68,0,413,482,0.6,11.2,0.68,0.02,20.8,89
780,10.03.2024,02:36:49,1,1,0,47,0,416,367,0.58,11.9,6.2,0.02,20.5,89
781,10.03.2024,02:37:04,1,1,0,45,0,419,563,0.6,12.7,0.51,0.02,20.4,89
782,10.03.2024,02:37:19,1,1,0,47,0,415,309,0.61,13.4,0.58,0.02,20.6,89
783,10.03.2024,02:37:34,1,1,0,48,0,413,376,0.6,14.2,10,0.03,19.8,92
784,10.03.2024,02:37:49,1,1,0,49,0,411,505,0.61,14.7,9.5,0.02,19.7,92
785,10.03.2024,02:38:04,1,1,0,53,0,406,544,0.61,15.4,1.7,0.02,19.8,92
786,10.03.2024,02:38:19,1,1,0,54,0,413,277,0.61,16.1,10,0.02,20.3,91
787,10.03.2024,02:38:34,1,1,0,57,0,411,385,0.61,16.8,10,0.02,19.4,92
788,10.03.2024,02:38:49,1,1,0,59,0,418,548,0.61,17.5,10,0.02,19.5,93
789,10.03.2024,02:39:04,1,1,0,60,0,428,314,0.61,18.2,0.99,0.02,19.7,92
790,10.03.2024,02:39:19,1,1,0,68,0,434,465,0.61,18.9,0.66,0.02,20,92
791,10.03.2024,02:39:34,1,1,0,69,0,444,505,0.61,19.6,10,0.02,20.3,90
792,10.03.2024,02:39:49,1,1,0,74,0,457,448,0.61,20.3,10,0.02,20.5,90
793,10.03.2024,02:40:04,1,1,0,76,0,486,362,0.61,21,10,0.02,20.2,90
794,10.03.2024,02:40:19,1,1,0,76,0,486,353,0.61,21.7,10,0.02,20.2,90
795,10.03.2024,02:40:34,1,1,0,76,0,496,268,0.61,21.1,10,0.02,20.3,90
796,10.03.2024,02:40:49,1,1,0,76,0,490,530,0.57,22.1,10,0.02,20.2,90
797,10.03.2024,02:41:04,1,1,0,60,0,494,532,0.6,23,10,0.02,20,91
798,10.03.2024,02:41:19,1,1,0,68,0,491,527,0.58,24,10,0.02,20,91
799,10.03.2024,02:41:34,1,1,0,69,0,493,560,0.6,25,10,0.02,20.3,90
800,10.03.2024,02:41:49,1,1,0,74,0,494,366,0.6,26,10,0.02,20.5,90
801,10.03.2024,02:42:04,1,1,0,76,0,490,383,0.61,27,0.69,0.02,20.7,90
802,10.03.2024,02:42:19,1,1,0,76,0,486,325,0.6,28.1,0.16,0.02,20.5,90
803,10.03.2024,02:42:34,1,1,0,69,0,486,430,0.61,29.1,0.56,0.02,20.6,90
804,10.03.2024,02:42:49,1,1,0,69,0,482,527,0.61,30.2,10,0.02,20.6,89
805,10.03.2024,02:43:04,1,1,0,74,0,482,304,0.62,31.3,0.97,0.02,20.6,89
806,10.03.2024,02:43:19,1,1,0,76,0,475,429,0.62,32.4,10,0.02,20.5,89
807,10.03.2024,02:43:34,1,1,0,76,0,475,354,0.62,23,10,0.02,20.6,90
808,10.03.2024,02:43:49,1,1,0,76,0,469,473,0.6,24,0.81,0.02,20.6,89
809,10.03.2024,02:44:04,1,1,0,76,0,469,531,0.6,25,10,0.02,20.3,90
810,10.03.2024,02:44:19,1,1,0,60,0,463,398,0.58,26,10,0.02,20.2,90
811,10.03.2024,02:44:34,1,1,0,68,0,463,290,0.58,27,10,0.02,20.5,90
812,10.03.2024,02:44:49,1,1,0,69,0,458,360,0.57,28.1,8.6,0.02,20.3,89
813,10.03.2024,02:45:04,1,1,0,64,0,458,343,0.6,29.1,0.77,0.02,20.1,91
814,10.03.2024,02:45:19,1,1,0,76,0,447,533,0.58,18,5.8,0.02,20.3,90
815,10.03.2024,02:45:35,1,1,0,76,0,442,347,0.6,20,10,0.02,20.3,90
816,10.03.2024,02:45:50,1,1,0,76,0,434,420,0.61,16.8,10,0.02,20.3,90
817,10.03.2024,02:46:05,1,1,0,76,0,434,441,0.6,18.2,10,0.02,19.9,91
818,10.03.2024,02:46:20,1,1,0,76,0,428,364,0.61,14.5,2.4,0.02,20.2,91
819,10.03.2024,02:46:35,1,1,0,76,0,428,287,0.61,14,10,0.02,20.5,90
820,10.03.2024,02:46:50,1,1,0,76,0,418,436,0.61,11.5,10,0.02,20.4,89
821,10.03.2024,02:47:05,1,1,0,76,0,418,411,0.61,9,10,0.02,19.9,91
822,10.03.2024,02:47:20,1,1,0,76,0,409,367,0.61,6.5,4.7,0.02,20.2,91
823,10.03.2024,02:47:35,1,1,0,76,0,409,510,0.61,7.3,10,0.02,19.8,91
824,10.03.2024,02:47:50,1,1,0,75,0,413,449,0.61,7.9,10,0.02,20.1,91
825,10.03.2024,02:48:05,1,1,0,76,0,413,366,0.61,8.5,10,0.02,20.3,90
826,10.03.2024,02:48:20,1,1,0,76,0,416,462,0.61,9.8,10,0.02,20.2,90
827,10.03.2024,02:48:35,1,1,0,74,0,419,377,0.61,10.5,10,0.02,20.5,90
828,10.03.2024,02:48:50,1,1,0,76,0,415,492,0.61,11.2,10,0.02,20.5,89
829,10.03.2024,02:49:05,1,1,0,76,0,413,533,0.61,11.9,10,0.02,20.2,90
830,10.03.2024,02:49:20,1,1,0,69,0,411,363,0.57,9.8,10,0.02,20.1,90
831,10.03.2024,02:49:35,1,1,0,68,0,406,504,0.6,6.2,1.36,0.02,20,91
832,10.03.2024,02:49:50,1,1,0,68,0,413,277,0.58,6.7,7.66,0.02,19.9,91
833,10.03.2024,02:50:05,1,1,0,57,0,411,291,0.6,6.2,9.06,0.02,20.1,91
834,10.03.2024,02:50:20,1,1,0,48,0,418,363,0.6,6.7,10,0.02,19.8,91
835,10.03.2024,02:50:35,1,1,0,48,0,411,528,0.61,7.3,10,0.02,19.7,92
836,10.03.2024,02:50:50,1,1,0,42,0,406,355,0.6,7.9,10,0.02,19.7,92
837,10.03.2024,02:51:05,1,1,0,74,0,403,304,0.61,8.5,10,0.02,20.1,91
838,10.03.2024,02:51:20,1,1,0,76,0,403,317,0.61,9.8,10,0.02,20.2,91
839,10.03.2024,02:51:35,1,1,0,76,0,403,282,0.62,10.5,10,0.02,20.4,90
840,10.03.2024,02:51:50,1,1,0,76,0,398,484,0.62,11.2,10,0.02,20.5,90
841,10.03.2024,02:52:05,1,1,0,69,0,398,525,0.62,11.9,10,0.02,20.5,90
842,10.03.2024,02:52:20,1,1,0,68,0,402,388,0.6,15.8,0.18,0.02,20.4,90
843,10.03.2024,02:52:35,1,1,0,47,0,406,524,0.6,16.7,0.01,0.02,20.4,90
844,10.03.2024,02:52:50,1,1,0,45,0,413,399,0.58,17.5,0.29,0.02,20.5,90
845,10.03.2024,02:53:05,1,1,0,47,0,424,537,0.58,18.4,0.73,0.03,20.5,89
846,10.03.2024,02:53:20,1,1,0,48,0,426,446,0.57,19.3,10,0.02,20.6,89
847,10.03.2024,02:53:35,1,1,0,49,0,426,529,0.6,20.2,0.4,0.02,20.6,90
848,10.03.2024,02:53:50,1,1,0,53,0,426,445,0.58,21.1,0.01,0.02,20.5,89
849,10.03.2024,02:54:05,1,1,0,54,0,418,515,0.6,22.1,0.01,0.02,20.7,90
850,10.03.2024,02:54:20,1,1,0,57,0,418,449,0.61,31.3,0.01,0.02,20.6,89
851,10.03.2024,02:54:35,1,1,0,59,0,411,379,0.6,36,0.68,0.02,20.7,89
852,10.03.2024,02:54:50,1,1,0,60,0,407,471,0.61,39.7,9,0.02,20.6,89
853,10.03.2024,02:55:05,1,1,0,68,0,403,354,0.61,40.9,10,0.02,20.6,89
854,10.03.2024,02:55:20,1,1,0,68,0,398,518,0.61,44.8,0.56,0.02,20.2,90
855,10.03.2024,02:55:35,1,1,0,47,0,398,383,0.61,49,0.2,0.02,20.1,91
856,10.03.2024,02:55:50,1,1,0,76,0,402,451,0.61,54.9,0.08,0.02,20.4,90
857,10.03.2024,02:56:05,1,1,0,74,0,406,368,0.61,51,0.73,0.02,20.6,89
858,10.03.2024,02:56:20,1,1,0,76,0,413,472,0.61,51,8.3,0.02,20.7,89
859,10.03.2024,02:56:36,1,1,0,76,0,415,348,0.61,51,10,0.02,20.6,89
860,10.03.2024,02:56:51,1,1,0,74,0,413,502,0.61,53,10,0.02,20.6,89
861,10.03.2024,02:57:06,1,1,0,76,1,411,269,0.61,53,10,0.02,20.7,89
862,10.03.2024,02:57:21,1,1,0,76,0,406,431,0.61,53,10,0.02,20.4,89
863,10.03.2024,02:57:36,1,1,0,69,0,403,551,0.61,50,0.7,0.02,20.5,89
864,10.03.2024,02:57:51,1,1,0,68,0,403,344,0.61,49.7,10,0.02,20.6,89
865,10.03.2024,02:58:06,1,1,0,47,0,403,533,0.61,47.6,10,0.02,20.6,89
866,10.03.2024,02:58:21,1,1,0,45,0,398,277,0.61,45.4,10,0.02,20.3,90
867,10.03.2024,02:58:36,1,1,0,47,0,398,538,0.61,43.2,10,0.02,20,90
868,10.03.2024,02:58:51,1,1,0,48,0,402,326,0.61,41,10,0.02,19.6,92
869,10.03.2024,02:59:06,1,1,0,68,0,406,389,0.61,38.8,10,0.02,19.7,91
870,10.03.2024,02:59:21,1,1,0,47,0,413,369,0.61,36.6,9.1,0.02,20.1,91
871,10.03.2024,02:59:36,1,1,0,76,0,424,457,0.61,34.4,10,0.02,20.1,91
872,10.03.2024,02:59:51,1,1,0,74,0,426,453,0.61,32.2,6.1,0.02,20.2,90
873,10.03.2024,03:00:06,1,1,0,76,0,426,395,0.61,30,5.9,0.02,20.2,90
874,10.03.2024,03:00:21,1,1,0,76,0,426,447,0.61,27.8,0.88,0.02,20.3,90
875,10.03.2024,03:00:36,1,1,0,74,0,418,550,0.62,31.3,10,0.02,20.2,90
876,10.03.2024,03:00:51,1,1,0,76,0,418,482,0.62,33,1,0.02,20.2,91
877,10.03.2024,03:01:06,1,1,0,76,0,411,339,0.62,34.7,10,0.02,20,90
878,10.03.2024,03:01:21,1,1,0,69,0,407,281,0.62,36.4,10,0.02,20,91
879,10.03.2024,03:01:36,1,1,0,68,0,403,397,0.62,38.1,10,0.02,19.9,91
880,10.03.2024,03:01:51,1,1,0,47,0,398,372,0.62,39.8,10,0.02,20.2,90
881,10.03.2024,03:02:06,1,1,0,45,0,398,479,0.62,41.5,10,0.02,20.5,89
882,10.03.2024,03:02:21,1,1,0,47,0,402,550,0.62,43.2,10,0.02,20.6,89
883,10.03.2024,03:02:36,1,1,0,48,0,406,479,0.62,44.9,0.27,0.02,20.6,89
884,10.03.2024,03:02:51,1,1,0,68,0,413,344,0.62,46.6,0.01,0.02,20.3,89
885,10.03.2024,03:03:06,1,1,0,47,0,413,533,0.62,48.3,0.01,0.02,20.4,89
886,10.03.2024,03:03:21,1,1,0,76,0,413,547,0.62,50,0.13,0.02,20.6,89
887,10.03.2024,03:03:36,1,1,0,74,0,413,533,0.62,51.7,0.35,0.02,20.8,89
888,10.03.2024,03:03:51,1,1,0,76,0,434,503,0.62,53.4,0.64,0.02,20.8,88
889,10.03.2024,03:04:06,1,1,0,76,0,434,410,0.62,55.1,0.92,0.02,20.6,88
890,10.03.2024,03:04:21,1,1,0,74,0,428,523,0.62,50,10,0.02,20.7,88
891,10.03.2024,03:04:36,1,1,0,76,0,428,282,0.62,51.7,10,0.02,20.7,88
892,10.03.2024,03:04:51,1,1,0,76,0,418,299,0.62,52.5,0.9,0.02,20.4,89
893,10.03.2024,03:05:06,1,1,0,69,0,418,299,0.62,52.6,3.6,0.02,20.3,89
894,10.03.2024,03:05:21,1,1,0,68,0,409,438,0.62,52.8,0.19,0.02,20.2,90
895,10.03.2024,03:05:36,1,1,0,47,0,409,562,0.62,52.9,0.31,0.02,20.2,90
896,10.03.2024,03:05:51,1,1,0,45,0,413,471,0.62,53.1,0.01,0.02,20.4,90
897,10.03.2024,03:06:06,1,1,0,47,0,413,372,0.62,53.2,0.01,0.02,20.5,89
898,10.03.2024,03:06:21,1,1,0,48,0,416,349,0.63,53.4,0.04,0.02,20.5,89
899,10.03.2024,03:06:36,1,1,0,42,0,419,508,0.63,53.5,0.21,0.02,20.4,89
900,10.03.2024,03:06:51,1,1,0,45,0,415,416,0.63,53.7,0.01,0.02,20.1,90
901,10.03.2024,03:07:06,1,1,0,47,0,413,330,0.63,53.8,0.01,0.02,20.5,90
902,10.03.2024,03:07:21,1,1,0,48,0,411,495,0.63,55.8,0.23,0.02,20.7,89
903,10.03.2024,03:07:37,1,1,0,49,0,406,553,0.63,49.7,0.01,0.02,20.9,88
904,10.03.2024,03:07:52,1,1,0,53,0,413,345,0.63,47.6,0.11,0.02,20.8,88
905,10.03.2024,03:08:07,1,1,0,54,0,411,349,0.63,45.4,0.89,0.02,20.7,88
906,10.03.2024,03:08:22,1,1,0,57,0,418,537,0.63,43.2,10,0.02,20.2,89
907,10.03.2024,03:08:37,1,1,0,59,0,428,439,0.63,41,10,0.02,20.2,89
908,10.03.2024,03:08:52,1,1,0,60,0,434,276,0.63,38.8,7.9,0.02,20.2,90
909,10.03.2024,03:09:07,1,1,0,68,0,444,371,0.63,36.6,0.61,0.02,19.8,90
910,10.03.2024,03:09:22,1,1,0,69,0,457,336,0.63,36.5,6.1,0.02,19.4,92
911,10.03.2024,03:09:37,1,1,0,72,0,486,287,0.63,34.8,0.75,0.02,19.8,91
912,10.03.2024,03:09:52,1,1,0,74,0,486,488,0.63,33.1,10,0.02,20,90
913,10.03.2024,03:10:07,1,1,0,76,0,496,461,0.63,27.8,0.43,0.02,20,90
914,10.03.2024,03:10:22,1,1,0,76,0,490,395,0.63,31.3,0.53,0.02,20.1,90
915,10.03.2024,03:10:37,1,1,0,76,0,494,451,0.63,33,0.01,0.02,20.3,90
916,10.03.2024,03:10:52,1,1,0,69,0,491,537,0.63,34.7,0.01,0.02,20.6,89
917,10.03.2024,03:11:07,1,1,0,68,0,493,294,0.63,36.4,0.04,0.02,20.7,88
918,10.03.2024,03:11:22,1,1,0,47,0,494,549,0.63,38.1,0.66,0.02,20.7,88
919,10.03.2024,03:11:37,1,1,0,45,0,490,482,0.63,39.8,0.46,0.02,20.6,89
920,10.03.2024,03:11:52,1,1,0,47,0,486,482,0.63,41.5,0.01,0.02,20.6,89
921,10.03.2024,03:12:07,1,1,0,48,0,486,535,0.64,43.2,0.01,0.02,20.4,89
922,10.03.2024,03:12:22,1,1,0,49,0,482,344,0.64,44.9,0.01,0.02,20.6,89
923,10.03.2024,03:12:37,1,1,0,53,0,482,542,0.64,46.6,0.01,0.02,20.7,89
924,10.03.2024,03:12:52,1,1,0,54,0,475,337,0.64,48.3,0.01,0.02,20.5,89
925,10.03.2024,03:13:07,1,1,0,57,0,475,449,0.64,50,0.06,0.02,20.3,90
926,10.03.2024,03:13:22,1,1,0,59,0,469,501,0.64,51.7,0.99,0.02,20.4,89
927,10.03.2024,03:13:37,1,1,0,60,0,469,511,0.64,53.4,9.2,0.02,20.1,90
928,10.03.2024,03:13:52,1,1,0,68,0,463,357,0.64,55.1,0.57,0.02,20.2,90
929,10.03.2024,03:14:07,1,1,0,68,0,463,310,0.62,50,0.76,0.02,20.5,89
930,10.03.2024,03:14:22,1,1,0,47,0,458,537,0.62,51.7,10,0.02,20.4,88
931,10.03.2024,03:14:37,1,1,0,76,0,458,353,0.62,52.5,10,0.02,20.1,89
932,10.03.2024,03:14:52,1,1,0,74,0,447,343,0.6,52.6,10,0.02,20,90
933,10.03.2024,03:15:07,1,1,0,76,0,442,361,0.6,52.8,10,0.02,20.3,89
934,10.03.2024,03:15:22,1,1,0,76,0,434,376,0.58,52.9,0.51,0.02,20.5,89
935,10.03.2024,03:15:37,1,1,0,74,0,434,476,0.58,53.1,1.2,0.02,20.4,89
936,10.03.2024,03:15:52,1,1,0,76,0,428,398,0.57,52.8,4.8,0.02,20.5,88
937,10.03.2024,03:16:07,1,1,0,76,0,428,294,0.6,52.8,0.05,0.02,20.4,89
938,10.03.2024,03:16:22,1,1,0,69,0,418,459,0.58,52.9,0.11,0.02,20.5,89
939,10.03.2024,03:16:37,1,1,0,68,0,418,315,0.6,52.9,0.01,0.02,20.7,88
940,10.03.2024,03:16:52,1,1,0,47,0,409,323,0.61,52.9,0.43,0.02,20.8,88
941,10.03.2024,03:17:07,1,1,0,45,0,409,474,0.6,53,0.09,0.02,20.9,88
942,10.03.2024,03:17:22,1,1,0,47,0,413,307,0.61,53,0.25,0.02,20.6,88
943,10.03.2024,03:17:37,1,1,0,48,0,413,506,0.61,53.1,0.96,0.02,20.7,88
944,10.03.2024,03:17:52,1,1,0,68,0,416,460,0.61,53.1,10,0.02,20.8,88
945,10.03.2024,03:18:07,1,1,0,47,0,419,539,0.61,53.1,0.79,0.02,20.7,88
946,10.03.2024,03:18:22,1,1,0,76,0,415,286,0.61,53.2,0.01,0.02,20.6,88
947,10.03.2024,03:18:38,1,1,0,74,0,413,432,0.61,53.2,0.01,0.02,20.6,88
948,10.03.2024,03:18:53,1,1,0,76,0,411,400,0.61,53.2,0.01,0.02,20.7,88
949,10.03.2024,03:19:08,1,1,0,76,0,406,502,0.61,50,0.01,0.02,20.7,88
950,10.03.2024,03:19:23,1,1,0,74,0,413,416,0.61,51.7,0.01,0.02,20.5,88
951,10.03.2024,03:19:38,1,1,0,76,0,411,345,0.61,53.4,0.21,0.02,20,89
952,10.03.2024,03:19:53,1,1,0,76,0,418,340,0.61,55.1,0.46,0.02,20.2,90
953,10.03.2024,03:20:08,1,1,0,69,0,418,428,0.61,50,0.72,0.02,20.2,89
954,10.03.2024,03:20:23,1,1,0,68,0,418,434,0.61,51.7,10,0.02,20.5,89
955,10.03.2024,03:20:38,1,1,0,47,0,409,432,0.61,52.5,6,0.02,20.7,88
956,10.03.2024,03:20:53,1,1,0,45,0,409,415,0.61,0,0.73,0.02,20.6,88
957,10.03.2024,03:21:08,1,1,0,47,0,413,556,0.61,0,0.82,0.02,20.8,88
958,10.03.2024,03:21:23,1,1,0,48,0,413,426,0.61,0,0.87,0.02,20.8,87
959,10.03.2024,03:21:38,1,1,0,68,0,411,365,0.61,0,0.23,0.02,20.9,87
960,10.03.2024,03:21:53,1,1,0,47,0,406,563,0.61,0,0.01,0.02,20.7,88
961,10.03.2024,03:22:08,1,1,0,76,0,403,515,0.61,0,0.01,0.02,20.7,88
962,10.03.2024,03:22:23,1,1,0,74,0,403,517,0.61,0.9,0.01,0.02,20.7,88
963,10.03.2024,03:22:38,1,1,0,76,0,403,404,0.61,0.6,0.01,0.02,20.8,88
964,10.03.2024,03:22:53,1,1,0,76,0,398,539,0.61,0.8,0.01,0.02,20.8,88
965,10.03.2024,03:23:08,1,1,0,74,0,398,525,0.62,1.1,0.01,0.02,20.8,88
966,10.03.2024,03:23:23,1,1,0,76,0,402,367,0.62,1.5,0.14,0.02,20.9,87
967,10.03.2024,03:23:38,1,1,0,76,0,406,360,0.62,1.8,0.01,0.02,20.8,87
968,10.03.2024,03:23:53,1,1,0,69,0,413,551,0.62,2.2,0.01,0.02,20.8,87
969,10.03.2024,03:24:08,1,1,0,68,0,424,368,0.62,2.5,0.01,0.02,20.8,88
970,10.03.2024,03:24:23,1,1,0,47,0,426,389,0.62,2.9,0.01,0.02,20.9,87
971,10.03.2024,03:24:38,1,1,0,45,0,426,424,0.62,3.3,0.01,0.02,21,88
972,10.03.2024,03:24:53,1,1,0,47,0,426,469,0.62,3.8,0.01,0.02,21.2,87
973,10.03.2024,03:25:08,1,1,0,48,0,418,401,0.62,4.2,0.01,0.02,21,87
974,10.03.2024,03:25:23,1,1,0,42,0,418,445,0.62,4.7,0.01,0.02,21.1,87
975,10.03.2024,03:25:38,1,1,0,45,0,411,510,0.62,6.2,0.01,0.02,21.1,87
976,10.03.2024,03:25:53,1,1,0,47,0,407,339,0.62,6.7,0.01,0.02,21.2,87
977,10.03.2024,03:26:08,1,1,0,48,0,403,434,0.62,7.3,0.01,0.02,21,87
978,10.03.2024,03:26:23,1,1,0,49,0,398,509,0.62,7.9,0.01,0.02,21.2,87
979,10.03.2024,03:26:38,1,1,0,53,0,398,287,0.62,8.5,0.01,0.02,21.3,87
980,10.03.2024,03:26:53,1,1,0,54,0,402,360,0.62,9.8,0.01,0.02,21.2,87
